,name,year,rating,votes,certificate,plot,url,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
0,Spider-Man,2018,9.2,20.759,T,"When a new villain threatens New York City, Peter Parker and Spider-Man's worlds collide. To save the city and those he loves, he must rise up and be greater.",https://www.imdb.com/title/tt5807780/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
1,Red Dead Redemption II,2018,9.7,35.703,M,"Amidst the decline of the Wild West at the turn of the 20th century, outlaw Arthur Morgan and his gang struggle to cope with the loss of their way of life.",https://www.imdb.com/title/tt6161168/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
2,Grand Theft Auto V,2013,9.5,59.986,M,Three very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.,https://www.imdb.com/title/tt2103188/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
3,God of War,2018,9.6,26.118,M,"After wiping out the gods of Mount Olympus, Kratos moves on to the frigid lands of Scandinavia, where he and his son must embark on an odyssey across a dangerous world of gods and monsters.",https://www.imdb.com/title/tt5838588/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
4,Uncharted 4: A Thief's End,2016,9.5,28.722,T,"Thrown back into the dangerous underworld he'd tried to leave behind, Nathan Drake must decide what he's willing to sacrifice to save the ones he loves.",https://www.imdb.com/title/tt3334704/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
5,The Last of Us: Part II,2020,8.5,30.46,M,"Five years after the events of The Last of Us, Ellie embarks on another journey through a post-apocalyptic America on a mission of vengeance against a mysterious militia.",https://www.imdb.com/title/tt6298000/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
6,Horizon Forbidden West,2022,9.2,2.979,T,Aloy treks into an arcane region and faces new hostile enemies and threats in search of a way to heal the world from a deadly blight and catastrophic storms.,https://www.imdb.com/title/tt12496904/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
7,The Last of Us,2013,9.7,60.59,M,"In a hostile, post-pandemic world, Joel and Ellie, brought together by desperate circumstances, must rely on each other to survive a brutal journey across what remains of the United States.",https://www.imdb.com/title/tt2140553/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
8,Detroit: Become Human,2018,9.2,16.907,M,Take control of three androids in their quest to discover who they really are.,https://www.imdb.com/title/tt5158314/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
9,Death Stranding,2019,8.8,8.136,M,Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,https://www.imdb.com/title/tt5807606/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
10,Ghost of Tsushima,2020,9.3,8.452,M,"Set in 1274 on the Tsushima Island, the last samurai, Jin Sakai, must master a new fighting style, the way of the Ghost, to defeat the Mongol forces and fight for the freedom and independence of Japan.",https://www.imdb.com/title/tt7651352/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
11,Spider-Man: Miles Morales,2020,8.5,5.835,T,"In this sequel of Marvel's Spider-Man (2018), you can play as Miles Morales as a new and different Spider-Man while he learns some stories about his will of fighting crime and serving justice by his mentor and former hero, Peter Parker.",https://www.imdb.com/title/tt12496734/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
12,Cyberpunk 2077,2020,8.0,8.118,M,"In Night City, a mercenary known as V navigates a dystopian society in which the line between humanity and technology becomes blurred.",https://www.imdb.com/title/tt3810192/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
13,Uncharted: Drake's Fortune,2007,8.5,20.343,T,"Treasure hunter Nathan Drake, embarks in the adventure of his life searching for the legendary treasure, El Dorado while fighting a group of mercenaries.",https://www.imdb.com/title/tt1000777/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
14,Batman: Arkham Knight,2015,9.0,18.97,M,"With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore.",https://www.imdb.com/title/tt3554580/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
16,Far Cry 6,2021,7.6,1.922,M,"As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps.",https://www.imdb.com/title/tt12693278/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
17,Grand Theft Auto: San Andreas,2004,9.4,39.629,M,"A family tragedy prompts gangster Carl ""CJ"" Johnson to return home, only to find it overrun by crime and corruption, which he must regain control of the streets before it gets even worse.",https://www.imdb.com/title/tt0383385/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
18,MultiVersus,2022,7.8,244.0,T,A crossover fighting game featuring many different Warner Bros properties.,https://www.imdb.com/title/tt16150204/?ref_=adv_li_tt,True,False,False,False,False,True,False,True,False
19,Far Cry 3,2012,8.9,18.775,M,"While skydiving, Jason Brody and his friends land on an island overrun by pirates, where Jason is torn between fighting for the Rakyat resistance and rescuing his friends.",https://www.imdb.com/title/tt2321297/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
20,Star Wars Jedi: Fallen Order,2019,8.5,11.316,T,"Set shortly after Revenge of the Sith, the player takes on the role of a Jedi padawan being hunted by the Empire after Order 66.",https://www.imdb.com/title/tt5691474/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
21,Elden Ring,2022,9.5,4.108,M,"In a dark fantasy world created by Hidetaka Miyazaki (Dark Souls) and George R. R. Martin (A Song of Ice and Fire), the player is a Tarnished who is called back to the Lands Between to restore the Elden Ring and become the Elden Lord.",https://www.imdb.com/title/tt10562854/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
22,Xenoblade Chronicles 3,2022,9.0,84.0,T,"In the world of Aionios, two nations are locked in conflict: Keves, a technological powerhouse and Agnus, a magic-based society. Six soldiers hailing from these nations, will take part in a grand tale with life as its central theme.",https://www.imdb.com/title/tt18115292/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
23,Uncharted: The Nathan Drake Collection,2015,9.4,5.383,T,"A remastered collection of Uncharted: Drake's Fortune (2007), Uncharted 2: Among Thieves (2009), and Uncharted 3: Drake's Deception (2011) for PlayStation 4.",https://www.imdb.com/title/tt5766946/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
24,Assassin's Creed Valhalla,2020,8.1,4.072,M,England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you?,https://www.imdb.com/title/tt12235026/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
25,Marvel's Guardians of the Galaxy,2021,8.7,3.381,T,"After an epic conflict known as the Galactic War swept through the cosmos. Star-Lord recently formed the Guardians of the Galaxy, they've been together for less than a year.",https://www.imdb.com/title/tt14844718/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
26,Grand Theft Auto: Vice City,2002,9.2,26.397,M,"After being released from jail, Tommy Vercetti left Liberty City for Vice City, a city overrun by the mob. Now, Tommy is out to make Vice City his home.",https://www.imdb.com/title/tt0314123/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
27,Uncharted 2: Among Thieves,2009,9.4,25.048,T,"After being tracked down by Harry Flynn, Nathan Drake goes on a quest for Marco Polo's lost fleet. However when things take an unexpected turn for the worst, Drake must rely on those closest to him in order to find the Cintomani Stone.",https://www.imdb.com/title/tt1349460/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
28,The Witcher 3: Wild Hunt,2015,9.7,26.083,M,A monster hunter for hire embarks on an epic journey to find his former apprentice before The Wild Hunt can capture her and bring about the destruction of the world.,https://www.imdb.com/title/tt2993508/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
29,Fallout: New Vegas,2010,8.9,12.296,M,"After surviving a bullet to the head, Courier Six traverses the post-apocalyptic Mojave desert in search of the men who wronged him, while making an impact on thousands in the process.",https://www.imdb.com/title/tt1706601/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
30,Command & Conquer: Red Alert 3,2008,7.5,2.066,T,"As the Soviet Union was beginning to face defeat by the powers of the western world, General Krukov and Colonel Cherdenko with Dr. Zelinski make a last ditch effort to save the Union by using Zelinski's latest invention, a time machine.",https://www.imdb.com/title/tt1198194/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
31,Horizon Zero Dawn,2017,9.0,14.234,T,"In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.",https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
32,Red Dead Redemption,2010,9.5,26.627,M,A former outlaw is forced by the federal government to hunt down the members of his old gang.,https://www.imdb.com/title/tt1479962/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
33,Call of Duty: Modern Warfare,2019,8.4,5.256,M,"Captain Price and the SAS partner with the CIA and the Urzikstani Liberation Force to retrieve stolen chemical weapons. The fight takes you from London to the Middle East and beyond, as this joint task force battles to stop a global war.",https://www.imdb.com/title/tt10417512/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
34,Final Fantasy VII Remake,2020,9.0,3.635,T,Re-imagining of Final Fantasy VII (1997). A former soldier joins an eco-terrorist group in a mission against the electric power company he used to work for in order to protect the planet and all who reside on it.,https://www.imdb.com/title/tt6057416/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
35,Genshin Impact,2020,7.9,1.125,T,"Each nation is associated with an element and worships a god associated with that element. A pair of twins arrive on Teyvat in the distant past, but are barred from leaving by an unknown god.",https://www.imdb.com/title/tt11585486/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
36,The Elder Scrolls V: Skyrim,2011,9.4,29.382,M,"After escaping execution, the last living Dragonborn must grow in strength and power to defeat the dragons that have once again begun to plague the land of Skyrim.",https://www.imdb.com/title/tt1814884/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
37,Fallout 4,2015,8.6,12.79,M,"In the post-apocalyptic Boston, Massachusetts area, you play as the ""Sole Survior"" of Vault 111, recently revived from centuries of forced cryostasis, determined to find your kidnapped son.",https://www.imdb.com/title/tt4741306/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
38,Yakuza: Like a Dragon,2020,8.7,536.0,M,"Ichiban Kasuga, a low-level Yakuza member looking to prove his self-worth, and follows him and his motley crew of unlikely allies as they attempt to rise from rags to riches in this modern human drama.",https://www.imdb.com/title/tt11121754/?ref_=adv_li_tt,True,False,True,True,False,False,False,False,False
39,Days Gone,2019,8.3,5.981,M,"Two years after a devastating global pandemic, bounty hunter Deacon St. John faces a brutal struggle for survival, and a reason to live.",https://www.imdb.com/title/tt6795336/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
41,Grand Theft Auto IV,2008,8.9,34.553,M,"Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.",https://www.imdb.com/title/tt0802999/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
42,Batman: Arkham City,2011,9.4,30.763,T,"When part of Gotham is turned into a private reserve for criminals known as Arkham City, all hell is sure to break loose, and the Dark Knight is the only one who can stop it.",https://www.imdb.com/title/tt1568322/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
43,Tiny Tina's Wonderlands,2022,8.2,350.0,M,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry. Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina.",https://www.imdb.com/title/tt14831458/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
44,Saints Row,2022,4.3,221.0,M,An international private military corporation based in Santo Ileso that provides security for the city.,https://www.imdb.com/title/tt10925300/?ref_=adv_li_tt,True,False,True,True,False,False,False,False,False
45,Marvel's Avengers,2020,6.3,2.467,T,"A catastrophic accident results in massive devastation. Blamed for the tragedy, the Avengers disband. Five years later, with all super heroes outlawed and the world in peril, the only hope is to reassemble Earth's Mightiest Heroes.",https://www.imdb.com/title/tt6468680/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
46,Assassin's Creed: Odyssey,2018,8.5,7.034,M,"Set in 431 BC during the Pelopenesian War, play as either a male or female mercenary as you embark on your own epic odyssey to become a legendary Spartan hero in a world where every choice matters.",https://www.imdb.com/title/tt8545606/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
47,Far Cry 5,2018,7.9,6.88,M,"A deputy is sent to the town of Hope County to arrest Joseph Seed, a corrupt evangelical religious leader who rules the town with the help of his disturbed followers.",https://www.imdb.com/title/tt6967966/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
48,Resident Evil Village,2021,8.7,4.707,M,Ethan Winters' world suddenly comes crashing down when Chris Redfield's appearance sets off a chain of events that ultimately leads him to a mysterious village.,https://www.imdb.com/title/tt12497042/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
49,L.A. Noire,2011,8.7,15.448,M,"Cole Phelps, a war hero and rookie cop, moves up the ranks and solves dark cases in 1940s Los Angeles.",https://www.imdb.com/title/tt1764429/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
50,Fortnite,2017,4.9,6.609,T,"A cooperative shooter-survival game for up to four players to fight off zombie-like husks, defend objects with fortifications you can build, and a battle royale mode where up to 100 players fight to be the last person standing.",https://www.imdb.com/title/tt8020008/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
51,The Dark Pictures: House of Ashes,2021,7.7,1.063,M,"A group of American marines comes across an underground nest of pure, ancient evil while trekking through the Arabian desert.",https://www.imdb.com/title/tt13368198/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
52,Mortal Kombat 11,2019,7.8,3.493,M,"When a time lord starts merging past with the present, versions of heroes from both Mortal Kombat timelines must unite to right past wrongs and save the world.",https://www.imdb.com/title/tt9398566/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
53,Batman: Arkham Asylum,2009,9.2,27.584,T,You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,https://www.imdb.com/title/tt1282022/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
54,Lego Star Wars: The Skywalker Saga,2022,9.0,1.627,E10+,Play through all nine Star Wars films in a LEGO Game of epic proportions.,https://www.imdb.com/title/tt10461542/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
55,Assassin's Creed IV: Black Flag,2013,8.7,16.919,M,"A video game where you play as sailor, privateer and assassin Edward Kenway exploring on and around the islands in the Caribbean Sea during the early 17th century.",https://www.imdb.com/title/tt2739708/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
56,Uncharted: The Lost Legacy,2017,8.5,7.173,T,"Chloe returns in The Lost Legacy on the hunt for an ancient Indian artifact, the fabled Tusk of Ganesh. To help uncover the Tusk and keep it out of the hands of a ruthless warmonger, she enlists the help of mercenary Nadine Ross.",https://www.imdb.com/title/tt6304452/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
57,Injustice 2,2017,8.5,3.939,T,"Following the end of Superman's totalitarian reign over the Earth, Batman and his allies attempt to piece the world back together only to be faced with a new threat that will cause them to do the unthinkable.",https://www.imdb.com/title/tt5769154/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
58,Predator: Hunting Grounds,2020,6.1,288.0,M,Survive the Predator's hunt or hunt down a fire-team.,https://www.imdb.com/title/tt10437042/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
59,Uncharted 3: Drake's Deception,2011,9.0,21.974,T,"Treasure hunter Nathan Drake embarks on a quest in search of the Atlantis of the Sands while battling an ancient, sinister organization.",https://www.imdb.com/title/tt1800763/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
60,Mass Effect,2007,9.1,18.158,M,"In a technologically advanced future, an elite human soldier takes command of a prototype star ship and works to defend the galaxy from danger.",https://www.imdb.com/title/tt1073668/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
61,Assassin's Creed II,2009,9.1,23.066,M,"Desmond Miles is trained to become a modern-day Assassin through the resurrected memories of ancestor Ezio Auditore da Firenze, who uncovers a massive Templar conspiracy in Renaissance Italy leading to the new Pope.",https://www.imdb.com/title/tt1201133/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
62,Mass Effect 2,2010,9.5,19.912,M,"After being revived from death and having to join a pro-human organization without a choice, Commander Shepard must assemble a team, battle a new threat, and make tough choices in order to save the galaxy from total annihilation once more.",https://www.imdb.com/title/tt1540125/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
63,Metal Gear Solid V: The Phantom Pain,2015,8.8,7.477,M,"After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF.",https://www.imdb.com/title/tt2370518/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
64,Apex Legends,2019,7.4,2.804,T,Master an ever-growing roster of legendary characters with powerful abilities and experience strategic squad play and innovative gameplay in the next evolution of Hero Shooter and Battle Royale.,https://www.imdb.com/title/tt9730966/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
66,Tomb Raider,2013,8.8,18.376,M,"Armed with only the raw instincts and physical ability, experience Lara Croft's intense origin story from a young woman to a hardened survivor.",https://www.imdb.com/title/tt1797530/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
67,Ghost Recon: Wildlands,2017,7.6,1.788,M,"Bolivia 2019, the Santa Blanca Cartel has gained too much power. ""The Ghosts"" are sent in to get rid of them.",https://www.imdb.com/title/tt6528196/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
68,Dying Light 2: Stay Human,2022,7.9,1.021,M,"Fifteen years after the virus in Harran, the infected world is plunged into a modern dark age, where players deal with bandits and factions during the day and the infected at night.",https://www.imdb.com/title/tt8545514/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
69,Kingdom Hearts III,2019,8.2,2.066,E10+,"Believing light and darkness must remain in balance, Master Xehanort seeks to spark war against the ""tyranny of light"" to restore equilibrium.",https://www.imdb.com/title/tt2973418/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
70,Saints Row: The Third,2011,8.1,6.103,M,"After the Saints have transformed from a small town street gang to pop culture giants, they decide to take over another city called Steelport.",https://www.imdb.com/title/tt2124034/?ref_=adv_li_tt,True,False,True,True,False,False,False,False,False
71,Cuphead,2017,8.6,2.72,E,An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,https://www.imdb.com/title/tt4779924/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
72,Poppy Playtime,2021,6.9,489.0,T,"In this horror/puzzle adventure, You must survive the vengeful toys waiting for you in the abandoned toy factory, Use your GrabPack and Explore the mysterious facility.. and don't get caught.",https://www.imdb.com/title/tt15764858/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
73,Control,2019,8.1,3.708,M,"You are Jesse Faden, a young woman with a troubled past. You become the new Director of the Bureau of Control - Our frontline in researching and fighting against supernatural enemies like the Hiss threatening our very existence.",https://www.imdb.com/title/tt8585800/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
74,Assassin's Creed: Origins,2017,8.5,7.831,M,"A prequel to the Assassin's Creed Franchise set in Egypt from 48 BC where Bayek, a Medjay, begins the foundation of the Assassin's Brotherhood.",https://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
76,God of War III,2010,9.1,10.355,M,"Armed with his deadly double-chained blades, Kratos must take on Greek mythology's darkest creatures to destroy Olympus and the mighty Zeus himself.",https://www.imdb.com/title/tt1199781/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
77,Call of Duty: Black Ops,2010,8.3,19.173,M,"Former Marine Captain and CIA operative Alex Mason, upon interrogation by an unknown party, recounts his violent experiences with the Bay of Pigs, a radical Soviet conspiracy, and the Vietnam war.",https://www.imdb.com/title/tt1632479/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
78,Batman: Arkham Origins,2013,8.2,13.655,T,"Years before the Arkham incidents, the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker.",https://www.imdb.com/title/tt2842418/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
79,Mass Effect 3,2012,9.1,15.572,M,"Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy, only a miracle could save them. Then again, Shepard did come back from the dead.",https://www.imdb.com/title/tt1839558/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
80,Mass Effect: Legendary Edition,2021,9.7,1.583,M,A compilation of the first three Mass Effect games.,https://www.imdb.com/title/tt14849728/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
81,Call of Duty: Modern Warfare 2,2009,8.8,23.45,M,"A massacre at a Russian airport leads to a war between Russia and the United States. Meanwhile, a Task Force is sent to find the perpetrators and bring the bloodshed to an end.",https://www.imdb.com/title/tt1450746/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,True
82,Call of Duty: Vanguard,2021,6.0,1.157,M,"Dogfight over the Pacific, airdrop over France, defend Stalingrad with a sniper's precision and blast through advancing forces in North Africa.",https://www.imdb.com/title/tt15261812/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
84,Destiny 2,2017,7.6,3.165,T,"Humanity's last safe city has fallen to an overwhelming invasion force, led by Ghaul, the imposing commander of the brutal Red Legion. He has stripped the city's Guardians of their power, and forced the survivors to flee.",https://www.imdb.com/title/tt6721356/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
85,Minecraft,2009,8.5,10.88,E10+,"Welcome to the world of Minecraft where you can build, brew potions, enchant your armor and tools and adventure other biomes. Visit the Nether, or even defeat the Ender Dragon in the End.",https://www.imdb.com/title/tt2011970/?ref_=adv_li_tt,True,True,False,False,True,False,False,False,False
86,Resident Evil VII: Biohazard,2017,8.6,7.633,M,An ordinary man must embark on a search to find his missing wife that leads him to an abandoned house where a mysterious family lives who harbor an evil secret within the house and themselves.,https://www.imdb.com/title/tt3569570/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
87,Assassin's Creed III,2012,8.0,16.911,M,"The American Colonies, 1775. It's a time of civil unrest and political upheaval in the Americas. As a Native American fights to protect his land and his people, he will ignite the flames of a young nation's revolution.",https://www.imdb.com/title/tt2175563/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
88,Mafia: Definitive Edition,2020,8.3,2.442,M,The game follows Thomas Angelo where his life as a hard-working taxi driver is forever changed after a fateful run-in with the Italian Mafia.,https://www.imdb.com/title/tt12354406/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
89,Far Cry 4,2014,8.1,9.674,M,"To fulfil his mother's dying wish, Ajay Ghale travels to Kyrat to scatter her ashes. Before he can accomplish this, though, he must end a civil war between the Golden Path and Min's forces.",https://www.imdb.com/title/tt3742988/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
91,Metal Gear Rising: Revengeance,2013,7.7,2.363,M,"In the year 2018, cybernetic soldier Raiden goes on a mission to stop a terrorist organization from starting a war for financial gain.",https://www.imdb.com/title/tt1602611/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
92,Call of Duty: WWII,2017,7.8,6.3,M,You play various American servicemen and their allies in World War II as the Western Allies fight their way through Europe during and after the invasion of Normandy.,https://www.imdb.com/title/tt6824658/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
93,Resident Evil 4,2005,9.2,13.129,M,"Six years after the events in Raccoon City, Leon Kennedy, now a federal agent, is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter, Ashley Graham from a sinister cult.",https://www.imdb.com/title/tt0397042/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
94,God of War,2005,9.1,10.15,M,"After 10 years of endless nightmares and servitude to the gods of Olympus, Kratos is assigned with a final task, to kill Ares, the God of War.",https://www.imdb.com/title/tt0416779/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
95,Saints Row IV,2013,7.8,4.157,M,Play as your own customized President of United States of America and fight for an Alien invasion that nobody saw coming.,https://www.imdb.com/title/tt2971572/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
97,Resident Evil 2,2019,9.1,7.029,M,"Re-imagining of Resident Evil 2 (1998), with a third-person over-the-shoulder view, new details, rearranged and new areas, no more loading screen doors, new puzzle solving opportunities, a gunpowder crafting mechanic and more.",https://www.imdb.com/title/tt7826034/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
99,Grand Theft Auto III,2001,8.7,15.703,M,"A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City, USA.",https://www.imdb.com/title/tt0277723/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
101,BioShock Infinite,2013,9.1,20.162,M,"A man is sent to the flying city of Columbia to find a missing girl. However, upon arrival he discovers that the city, its people, and his objective are all not what they seem.",https://www.imdb.com/title/tt1712064/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
102,Mass Effect: Andromeda,2017,6.9,5.287,M,"The Andromeda Initiative sets a course for a new galaxy, hoping to find a new home for the species of the Milky Way.",https://www.imdb.com/title/tt4876864/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
103,Fortnite: Chapter 3,2021,5.9,661.0,T,The Island has flipped. The Foundation is seeking help from the Loopers and Agent Jones helps him and The Seven reunite and find Geno.,https://www.imdb.com/title/tt16358708/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
104,The Legend of Zelda: Breath of the Wild,2017,9.4,7.138,E10+,"After a century of hibernation, Link reawakens to once again save a ruined Hyrule from a great evil.",https://www.imdb.com/title/tt3253986/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
105,Watch Dogs 2,2016,7.6,3.866,M,"In San Francisco, hacker Marcus Holloway joins DedSec, to take down a corrupt system by fighting and hacking his way through the entire San Francisco Bay.",https://www.imdb.com/title/tt5788078/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
106,Saints Row 2,2008,8.0,3.265,M,"Several new upstart gangs have been able to sweep in and make their mark on Stilwater. As leader of the Saints, you'll have to do whatever it takes to protect the members of your gang.",https://www.imdb.com/title/tt1024918/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
107,Call of Duty: Black Ops Cold War,2020,7.1,2.368,M,"Set during the early 80s of the Cold War, the campaign follows CIA operative Russel Adler as he pursues an alleged Soviet spy, whose goal is to subvert the United States and tilt the balance of power towards the Soviet Union.",https://www.imdb.com/title/tt12929868/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
108,BioShock,2007,9.1,19.731,M,"In 1960, a lone survivor of a plane crash named Jack discovers an abandoned underwater utopia, only to find out that the mystery behind its creation is much more sinister than he first believed.",https://www.imdb.com/title/tt1094581/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
109,Borderlands 3,2019,8.1,1.848,M,"In this FPS/RPG, Troy and Tyreen Calypso learn of other Vaults beyond the planet Pandora, and form a violent cult named the ""Children of the Vault"" to gain possession of them, while Lilith recruits the ""Vault Hunter"" to get to them first.",https://www.imdb.com/title/tt10101078/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
110,Evil Dead: The Game,2022,8.5,241.0,M,Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action.,https://www.imdb.com/title/tt13804506/?ref_=adv_li_tt,True,False,False,False,False,True,False,False,False
111,Halo Infinite,2021,8.3,1.883,T,"When all hope is lost and humanity's fate hangs in the balance, Master Chief is ready to confront the most ruthless foe he's ever faced.",https://www.imdb.com/title/tt9437014/?ref_=adv_li_tt,True,True,False,False,False,False,True,False,False
